Attaching to grafana-practica, prometheus-practica, nginx-practica, postgres-practica, loki-practica, redis-practica
[33mloki-practica |[0m level=info ts=2025-12-01T03:20:36.167908662Z caller=main.go:127 msg="Starting Loki" version="(version=3.6.2, branch=release-3.6.x, revision=2f85998f)"
[34mprometheus-practica |[0m time=2025-12-01T03:20:48.125Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:20:52.676Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:21:00.176Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:21:14.239Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:21:40.975Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:22:33.167Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:22:52.027Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:22:54.022Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:22:55.462Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:22:56.670Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:22:58.466Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:23:00.883Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:23:05.028Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:23:12.427Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:23:26.175Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:23:52.944Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:24:45.112Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:25:46.100Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:26:47.099Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:27:48.076Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:28:48.982Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: unmarshal errors:\n  line 2: field scrape_interval not found in type config.plain\n  line 3: field evaluation_interval not found in type config.plain"
[34mprometheus-practica |[0m time=2025-12-01T03:29:49.990Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:00.654Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:03.206Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:10.475Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:12.113Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:14.042Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:16.742Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:20.922Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:28.251Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:30:41.991Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:31:08.510Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 5: did not find expected key"
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.319Z level=INFO source=main.go:1549 msg="updated GOGC" old=100 new=75
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.321Z level=INFO source=main.go:680 msg="Leaving GOMAXPROCS=2: CPU quota undefined" component=automaxprocs
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.323Z level=INFO source=memlimit.go:198 msg="GOMEMLIMIT is updated" component=automemlimit package=github.com/KimMachineGun/automemlimit/memlimit GOMEMLIMIT=1853145907 previous=9223372036854775807
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.324Z level=INFO source=main.go:722 msg="No time or size retention was set so using the default time retention" duration=15d
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.324Z level=INFO source=main.go:773 msg="Starting Prometheus Server" mode=server version="(version=3.7.3, branch=HEAD, revision=0a41f0000705c69ab8e0f9a723fc73e39ed62b07)"
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.326Z level=INFO source=main.go:778 msg="operational information" build_context="(go=go1.25.3, platform=linux/amd64, user=root@08c890a84441, date=20251030-07:26:10, tags=netgo,builtinassets)" host_details="(Linux 5.15.0-161-generic #171-Ubuntu SMP Sat Oct 11 08:17:01 UTC 2025 x86_64 b748faa765d2 (none))" fd_limits="(soft=1048576, hard=1048576)" vm_limits="(soft=unlimited, hard=unlimited)"
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.362Z level=INFO source=web.go:660 msg="Start listening for connections" component=web address=0.0.0.0:9090
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.376Z level=INFO source=main.go:1293 msg="Starting TSDB ..."
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.385Z level=INFO source=tls_config.go:346 msg="Listening on" component=web address=[::]:9090
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.386Z level=INFO source=tls_config.go:349 msg="TLS is disabled." component=web http2=false address=[::]:9090
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.405Z level=INFO source=head.go:669 msg="Replaying on-disk memory mappable chunks if any" component=tsdb
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.411Z level=INFO source=head.go:755 msg="On-disk memory mappable chunks replay completed" component=tsdb duration=3.006µs
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.411Z level=INFO source=head.go:763 msg="Replaying WAL, this may take a while" component=tsdb
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.416Z level=INFO source=head.go:836 msg="WAL segment loaded" component=tsdb segment=0 maxSegment=0 duration=4.441866ms
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.417Z level=INFO source=head.go:873 msg="WAL replay completed" component=tsdb checkpoint_replay_duration=125.919µs wal_replay_duration=4.981631ms wbl_replay_duration=451ns chunk_snapshot_load_duration=0s mmap_chunk_replay_duration=3.006µs total_replay_duration=5.703623ms
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.424Z level=INFO source=main.go:1314 msg="filesystem information" fs_type=EXT4_SUPER_MAGIC
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.426Z level=INFO source=main.go:1317 msg="TSDB started"
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.426Z level=INFO source=main.go:1502 msg="Loading configuration file" filename=/etc/prometheus/prometheus.yml
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.429Z level=INFO source=main.go:1542 msg="Completed loading of configuration file" db_storage=19.928µs remote_storage=2.244µs web_handler=721ns query_engine=1.423µs scrape=2.524455ms scrape_sd=43.873µs notify=2.485µs notify_sd=1.173µs rules=2.865µs tracing=13.105µs filename=/etc/prometheus/prometheus.yml totalDuration=3.32688ms
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.430Z level=INFO source=main.go:1278 msg="Server is ready to receive web requests."
[34mprometheus-practica |[0m time=2025-12-01T03:31:21.431Z level=INFO source=manager.go:190 msg="Starting rule manager..." component="rule manager"
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.695Z level=WARN source=main.go:1080 msg="Received an OS signal, exiting gracefully..." signal=terminated
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.696Z level=INFO source=main.go:1105 msg="Stopping scrape discovery manager..."
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.696Z level=INFO source=main.go:1119 msg="Stopping notify discovery manager..."
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.698Z level=INFO source=main.go:1101 msg="Scrape discovery manager stopped"
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.699Z level=INFO source=main.go:1115 msg="Notify discovery manager stopped"
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.709Z level=INFO source=manager.go:204 msg="Stopping rule manager..." component="rule manager"
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.710Z level=INFO source=manager.go:220 msg="Rule manager stopped" component="rule manager"
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.710Z level=INFO source=main.go:1156 msg="Stopping scrape manager..."
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.737Z level=INFO source=main.go:1148 msg="Scrape manager stopped"
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.739Z level=INFO source=manager.go:559 msg="Stopping notification manager..." component=notifier
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.741Z level=INFO source=manager.go:301 msg="Draining any remaining notifications..." component=notifier
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.741Z level=INFO source=manager.go:307 msg="Remaining notifications drained" component=notifier
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.744Z level=INFO source=manager.go:234 msg="Notification manager stopped" component=notifier
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.745Z level=INFO source=main.go:1426 msg="Notifier manager stopped"
[34mprometheus-practica |[0m time=2025-12-01T03:35:51.745Z level=INFO source=main.go:1440 msg="See you next time!"
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.052Z level=INFO source=main.go:1549 msg="updated GOGC" old=100 new=75
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.053Z level=INFO source=main.go:680 msg="Leaving GOMAXPROCS=2: CPU quota undefined" component=automaxprocs
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.054Z level=INFO source=memlimit.go:198 msg="GOMEMLIMIT is updated" component=automemlimit package=github.com/KimMachineGun/automemlimit/memlimit GOMEMLIMIT=1853145907 previous=9223372036854775807
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.054Z level=INFO source=main.go:722 msg="No time or size retention was set so using the default time retention" duration=15d
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.054Z level=INFO source=main.go:773 msg="Starting Prometheus Server" mode=server version="(version=3.7.3, branch=HEAD, revision=0a41f0000705c69ab8e0f9a723fc73e39ed62b07)"
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.054Z level=INFO source=main.go:778 msg="operational information" build_context="(go=go1.25.3, platform=linux/amd64, user=root@08c890a84441, date=20251030-07:26:10, tags=netgo,builtinassets)" host_details="(Linux 5.15.0-161-generic #171-Ubuntu SMP Sat Oct 11 08:17:01 UTC 2025 x86_64 b748faa765d2 (none))" fd_limits="(soft=1048576, hard=1048576)" vm_limits="(soft=unlimited, hard=unlimited)"
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.074Z level=INFO source=web.go:660 msg="Start listening for connections" component=web address=0.0.0.0:9090
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.078Z level=INFO source=main.go:1293 msg="Starting TSDB ..."
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.093Z level=INFO source=tls_config.go:346 msg="Listening on" component=web address=[::]:9090
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.093Z level=INFO source=tls_config.go:349 msg="TLS is disabled." component=web http2=false address=[::]:9090
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.123Z level=INFO source=head.go:669 msg="Replaying on-disk memory mappable chunks if any" component=tsdb
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.123Z level=INFO source=head.go:755 msg="On-disk memory mappable chunks replay completed" component=tsdb duration=2.734µs
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.123Z level=INFO source=head.go:763 msg="Replaying WAL, this may take a while" component=tsdb
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.132Z level=INFO source=head.go:836 msg="WAL segment loaded" component=tsdb segment=0 maxSegment=1 duration=9.202149ms
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.133Z level=INFO source=head.go:836 msg="WAL segment loaded" component=tsdb segment=1 maxSegment=1 duration=291.321µs
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.133Z level=INFO source=head.go:873 msg="WAL replay completed" component=tsdb checkpoint_replay_duration=75.072µs wal_replay_duration=9.915701ms wbl_replay_duration=221ns chunk_snapshot_load_duration=0s mmap_chunk_replay_duration=2.734µs total_replay_duration=10.164558ms
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.136Z level=INFO source=main.go:1314 msg="filesystem information" fs_type=EXT4_SUPER_MAGIC
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.136Z level=INFO source=main.go:1317 msg="TSDB started"
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.137Z level=INFO source=main.go:1502 msg="Loading configuration file" filename=/etc/prometheus/prometheus.yml
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.138Z level=INFO source=main.go:1542 msg="Completed loading of configuration file" db_storage=1.653µs remote_storage=2.134µs web_handler=771ns query_engine=1.442µs scrape=453.817µs scrape_sd=55.287µs notify=1.903µs notify_sd=891ns rules=2.334µs tracing=6.592µs filename=/etc/prometheus/prometheus.yml totalDuration=973.078µs
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.138Z level=INFO source=main.go:1278 msg="Server is ready to receive web requests."
[34mprometheus-practica |[0m time=2025-12-01T03:35:53.138Z level=INFO source=manager.go:190 msg="Starting rule manager..." component="rule manager"
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.116Z level=WARN source=main.go:1080 msg="Received an OS signal, exiting gracefully..." signal=terminated
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.117Z level=INFO source=main.go:1105 msg="Stopping scrape discovery manager..."
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.117Z level=INFO source=main.go:1119 msg="Stopping notify discovery manager..."
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.117Z level=INFO source=manager.go:204 msg="Stopping rule manager..." component="rule manager"
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.117Z level=INFO source=manager.go:220 msg="Rule manager stopped" component="rule manager"
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.117Z level=INFO source=main.go:1156 msg="Stopping scrape manager..."
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.130Z level=INFO source=main.go:1115 msg="Notify discovery manager stopped"
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.131Z level=INFO source=main.go:1148 msg="Scrape manager stopped"
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.131Z level=INFO source=main.go:1101 msg="Scrape discovery manager stopped"
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.137Z level=INFO source=manager.go:559 msg="Stopping notification manager..." component=notifier
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.138Z level=INFO source=manager.go:301 msg="Draining any remaining notifications..." component=notifier
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.139Z level=INFO source=manager.go:307 msg="Remaining notifications drained" component=notifier
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.139Z level=INFO source=manager.go:234 msg="Notification manager stopped" component=notifier
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.139Z level=INFO source=main.go:1426 msg="Notifier manager stopped"
[34mprometheus-practica |[0m time=2025-12-01T03:43:01.140Z level=INFO source=main.go:1440 msg="See you next time!"
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.390Z level=INFO source=main.go:1549 msg="updated GOGC" old=100 new=75
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.391Z level=INFO source=main.go:680 msg="Leaving GOMAXPROCS=2: CPU quota undefined" component=automaxprocs
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.392Z level=INFO source=memlimit.go:198 msg="GOMEMLIMIT is updated" component=automemlimit package=github.com/KimMachineGun/automemlimit/memlimit GOMEMLIMIT=1853145907 previous=9223372036854775807
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.392Z level=INFO source=main.go:722 msg="No time or size retention was set so using the default time retention" duration=15d
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.394Z level=INFO source=main.go:773 msg="Starting Prometheus Server" mode=server version="(version=3.7.3, branch=HEAD, revision=0a41f0000705c69ab8e0f9a723fc73e39ed62b07)"
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.394Z level=INFO source=main.go:778 msg="operational information" build_context="(go=go1.25.3, platform=linux/amd64, user=root@08c890a84441, date=20251030-07:26:10, tags=netgo,builtinassets)" host_details="(Linux 5.15.0-161-generic #171-Ubuntu SMP Sat Oct 11 08:17:01 UTC 2025 x86_64 b748faa765d2 (none))" fd_limits="(soft=1048576, hard=1048576)" vm_limits="(soft=unlimited, hard=unlimited)"
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.406Z level=INFO source=web.go:660 msg="Start listening for connections" component=web address=0.0.0.0:9090
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.410Z level=INFO source=main.go:1293 msg="Starting TSDB ..."
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.417Z level=INFO source=tls_config.go:346 msg="Listening on" component=web address=[::]:9090
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.418Z level=INFO source=tls_config.go:349 msg="TLS is disabled." component=web http2=false address=[::]:9090
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.442Z level=INFO source=head.go:669 msg="Replaying on-disk memory mappable chunks if any" component=tsdb
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.443Z level=INFO source=head.go:755 msg="On-disk memory mappable chunks replay completed" component=tsdb duration=3.487µs
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.444Z level=INFO source=head.go:763 msg="Replaying WAL, this may take a while" component=tsdb
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.458Z level=INFO source=head.go:836 msg="WAL segment loaded" component=tsdb segment=0 maxSegment=2 duration=11.828486ms
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.464Z level=INFO source=head.go:836 msg="WAL segment loaded" component=tsdb segment=1 maxSegment=2 duration=5.222717ms
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.467Z level=INFO source=head.go:836 msg="WAL segment loaded" component=tsdb segment=2 maxSegment=2 duration=2.279536ms
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.468Z level=INFO source=head.go:873 msg="WAL replay completed" component=tsdb checkpoint_replay_duration=136.948µs wal_replay_duration=21.037223ms wbl_replay_duration=410ns chunk_snapshot_load_duration=0s mmap_chunk_replay_duration=3.487µs total_replay_duration=24.350063ms
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.477Z level=INFO source=main.go:1314 msg="filesystem information" fs_type=EXT4_SUPER_MAGIC
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.477Z level=INFO source=main.go:1317 msg="TSDB started"
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.477Z level=INFO source=main.go:1502 msg="Loading configuration file" filename=/etc/prometheus/prometheus.yml
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.479Z level=INFO source=main.go:1542 msg="Completed loading of configuration file" db_storage=982ns remote_storage=1.582µs web_handler=591ns query_engine=791ns scrape=846.794µs scrape_sd=35.785µs notify=1.213µs notify_sd=621ns rules=1.923µs tracing=41.385µs filename=/etc/prometheus/prometheus.yml totalDuration=1.887712ms
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.480Z level=INFO source=main.go:1278 msg="Server is ready to receive web requests."
[34mprometheus-practica |[0m time=2025-12-01T03:43:02.481Z level=INFO source=manager.go:190 msg="Starting rule manager..." component="rule manager"
[36mgrafana-practica |[0m logger=ngalert.writer t=2025-12-01T03:22:52.372471522Z level=info msg="Setting up remote write using data sources" timeout=30s default_datasource_uid=
[36mgrafana-practica |[0m logger=ngalert t=2025-12-01T03:22:52.373913044Z level=info msg="Using protobuf-based alert instance store"
[36mgrafana-practica |[0m logger=ngalert.state.manager.persist t=2025-12-01T03:22:52.374962229Z level=info msg="Using rule state persister"
[36mgrafana-practica |[0m logger=infra.usagestats.collector t=2025-12-01T03:22:52.418548222Z level=info msg="registering usage stat providers" usageStatsProvidersLen=2
[36mgrafana-practica |[0m logger=backgroundsvcs.managerAdapter t=2025-12-01T03:22:52.43252631Z level=info msg=starting module=tracing
[36mgrafana-practica |[0m logger=backgroundsvcs.managerAdapter t=2025-12-01T03:22:52.433300008Z level=info msg=starting module=grafana-apiserver
[36mgrafana-practica |[0m logger=grafana-apiserver t=2025-12-01T03:22:52.788541645Z level=info msg="Adding GroupVersion features.grafana.app v0alpha1 to ResourceManager"
